player_id,sessionDate,seasonName,metric,category,value
1,12/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,12/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,12/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
1,12/07/2023,2023/2024,soreness_baseline_composite,soreness,0.0
1,12/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817
1,12/07/2023,2023/2024,subjective_baseline_composite,subjective,0.1428571428571428
1,13/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,13/07/2023,2023/2024,bio_baseline_composite,bio,
1,13/07/2023,2023/2024,emboss_baseline_score,total,0.0
1,13/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,13/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,13/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,13/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,13/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,13/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,13/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.1129032258064516
1,13/07/2023,2023/2024,soreness_baseline_composite,soreness,0.0
1,13/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
1,13/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,14/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,14/07/2023,2023/2024,bio_baseline_composite,bio,
1,14/07/2023,2023/2024,emboss_baseline_score,total,0.0349999999999999
1,14/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,14/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,14/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,14/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,14/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,14/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,14/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
1,14/07/2023,2023/2024,soreness_baseline_composite,soreness,0.0
1,14/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.064516129
1,14/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0349999999999999
1,15/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,15/07/2023,2023/2024,bio_baseline_composite,bio,
1,15/07/2023,2023/2024,emboss_baseline_score,total,-0.09875
1,15/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,15/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,15/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,15/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,15/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,15/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,15/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
1,15/07/2023,2023/2024,soreness_baseline_composite,soreness,0.0
1,15/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
1,15/07/2023,2023/2024,subjective_baseline_composite,subjective,-0.09875
1,16/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,16/07/2023,2023/2024,bio_baseline_composite,bio,
1,16/07/2023,2023/2024,emboss_baseline_score,total,
1,16/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,16/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,16/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,16/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,16/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,16/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,16/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.0
1,16/07/2023,2023/2024,soreness_baseline_composite,soreness,
1,16/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.0
1,16/07/2023,2023/2024,subjective_baseline_composite,subjective,
1,17/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,17/07/2023,2023/2024,bio_baseline_composite,bio,
1,17/07/2023,2023/2024,emboss_baseline_score,total,0.0
1,17/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,17/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,17/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,17/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,17/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,17/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,17/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
1,17/07/2023,2023/2024,soreness_baseline_composite,soreness,0.0
1,17/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.1075268817204301
1,17/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,18/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,18/07/2023,2023/2024,bio_baseline_composite,bio,
1,18/07/2023,2023/2024,emboss_baseline_score,total,-0.063888889
1,18/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,18/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,18/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,18/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,18/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,18/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,18/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
1,18/07/2023,2023/2024,soreness_baseline_composite,soreness,0.19
1,18/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194
1,18/07/2023,2023/2024,subjective_baseline_composite,subjective,-0.074444444
1,19/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,19/07/2023,2023/2024,bio_baseline_composite,bio,
1,19/07/2023,2023/2024,emboss_baseline_score,total,0.0
1,19/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,19/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,19/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,19/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,19/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,19/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,19/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.0
1,19/07/2023,2023/2024,soreness_baseline_composite,soreness,
1,19/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.064516129
1,19/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,20/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,20/07/2023,2023/2024,bio_baseline_composite,bio,
1,20/07/2023,2023/2024,emboss_baseline_score,total,-0.003125
1,20/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,20/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,20/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,20/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,20/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,20/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,20/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
1,20/07/2023,2023/2024,soreness_baseline_composite,soreness,-0.05
1,20/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
1,20/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,21/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,21/07/2023,2023/2024,bio_baseline_composite,bio,
1,21/07/2023,2023/2024,emboss_baseline_score,total,-0.013333333
1,21/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,21/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,21/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,21/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,21/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,21/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,21/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.2105263157894736
1,21/07/2023,2023/2024,soreness_baseline_composite,soreness,-0.05
1,21/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.131578947368421
1,21/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,22/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,22/07/2023,2023/2024,bio_baseline_composite,bio,
1,22/07/2023,2023/2024,emboss_baseline_score,total,0.0
1,22/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,22/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,22/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,22/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,22/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,22/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,22/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.0
1,22/07/2023,2023/2024,soreness_baseline_composite,soreness,
1,22/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.053763441
1,22/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,23/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,23/07/2023,2023/2024,bio_baseline_composite,bio,
1,23/07/2023,2023/2024,emboss_baseline_score,total,
1,23/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,23/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,23/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,23/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,23/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,23/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,23/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.0
1,23/07/2023,2023/2024,soreness_baseline_composite,soreness,
1,23/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.0
1,23/07/2023,2023/2024,subjective_baseline_composite,subjective,
1,24/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,24/07/2023,2023/2024,bio_baseline_composite,bio,
1,24/07/2023,2023/2024,emboss_baseline_score,total,0.0
1,24/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,24/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,24/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,24/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,24/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,24/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,24/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.0
1,24/07/2023,2023/2024,soreness_baseline_composite,soreness,
1,24/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
1,24/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,25/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,25/07/2023,2023/2024,bio_baseline_composite,bio,
1,25/07/2023,2023/2024,emboss_baseline_score,total,0.0
1,25/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,25/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,25/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,25/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,25/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,25/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,25/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
1,25/07/2023,2023/2024,soreness_baseline_composite,soreness,0.0
1,25/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.053763441
1,25/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,26/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,26/07/2023,2023/2024,bio_baseline_composite,bio,
1,26/07/2023,2023/2024,emboss_baseline_score,total,-0.03
1,26/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,26/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,26/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,26/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,26/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,26/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,26/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.0161290322580645
1,26/07/2023,2023/2024,soreness_baseline_composite,soreness,0.0
1,26/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817
1,26/07/2023,2023/2024,subjective_baseline_composite,subjective,-0.03
1,27/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,27/07/2023,2023/2024,bio_baseline_composite,bio,
1,27/07/2023,2023/2024,emboss_baseline_score,total,-0.02
1,27/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,27/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,27/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,27/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,27/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,27/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,27/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
1,27/07/2023,2023/2024,soreness_baseline_composite,soreness,0.05
1,27/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817
1,27/07/2023,2023/2024,subjective_baseline_composite,subjective,-0.047142857
1,28/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,28/07/2023,2023/2024,bio_baseline_composite,bio,
1,28/07/2023,2023/2024,emboss_baseline_score,total,-0.112857143
1,28/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,28/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,28/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,28/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,28/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,28/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,28/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.0
1,28/07/2023,2023/2024,soreness_baseline_composite,soreness,
1,28/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817
1,28/07/2023,2023/2024,subjective_baseline_composite,subjective,-0.112857143
1,29/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,29/07/2023,2023/2024,bio_baseline_composite,bio,
1,29/07/2023,2023/2024,emboss_baseline_score,total,-0.14
1,29/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,29/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,29/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,29/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,29/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,29/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,29/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.0
1,29/07/2023,2023/2024,soreness_baseline_composite,soreness,
1,29/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
1,29/07/2023,2023/2024,subjective_baseline_composite,subjective,-0.14
1,30/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,30/07/2023,2023/2024,bio_baseline_composite,bio,
1,30/07/2023,2023/2024,emboss_baseline_score,total,0.0
1,30/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,30/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,30/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
1,30/07/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1,30/07/2023,2023/2024,sleep_baseline_completeness,sleep,0.0
1,30/07/2023,2023/2024,sleep_baseline_composite,sleep,
1,30/07/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
1,30/07/2023,2023/2024,soreness_baseline_composite,soreness,0.0
1,30/07/2023,2023/2024,subjective_baseline_completeness,subjective,0.053763441
1,30/07/2023,2023/2024,subjective_baseline_composite,subjective,0.0
1,31/07/2023,2023/2024,bio_baseline_completeness,bio,0.0
1,31/07/2023,2023/2024,bio_baseline_composite,bio,
1,31/07/2023,2023/2024,emboss_baseline_score,total,-0.355
1,31/07/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0
1,31/07/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1,31/07/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0
